,Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Budget,Revenue,Country,Genres,imdb_id
15,14016,False,/7ZUOxfSsfY7iyDOTC4tsye2geho.jpg,"[18, 27]",539883,xx,SG̲aawaay Ḵ'uuna,"Island of Haida Gwaii, northern Canada, 19th century. During a fishing gathering, Adiits'ii commits an unfortunate act. Tormented, he runs away to the wilderness as his mind embraces madness.",1.223,/kQUTi2u9s8KLEdbk1C5jQMoViLj.jpg,07-09-18,Edge of the Knife,False,6.6,7,0,0,Canada,Drama,tt8947034
16,14017,False,,[99],676281,en,Maurice Hines: Bring Them Back,"Maurice Hines, a charming, gay African-American entertainer navigates the complications of show business while grieving the loss of his more famous, often estranged younger brother, tap dance legend Gregory Hines.",1.223,/g12mBCGP5T2ZUQC9jUv26mQ5GsZ.jpg,10-11-19,Maurice Hines: Bring Them Back,False,1.0,1,0,0,United States of America,Documentary,tt10048128
17,14018,False,,"[80, 18]",464773,en,Poor Agnes,"Ambitious, cunning, and narcissistic, Agnes is a serial killer, hiding in plain sight within a rural town while defining her own systems of sport and romance.",1.222,/9wVndAMbfAe5fudZs5wCZtoYWZr.jpg,19-07-17,Poor Agnes,False,7.5,2,0,0,Canada,Drama,tt5675828
18,14019,False,/AqWqx5qZB0DrcFPVHsE4HNrnLE.jpg,[18],492348,de,"Der Polizist, der Mord und das Kind","Carlos Benede is in his thirties, single and helps minors cope with the after-effects of crime. Alexander is a strong-willed and precocious eleven-year-old, who witnesses the horrific death of his mother by his own father. Benede mentors Alexander and the two develop a bond. But when the trial of Alexander’s father is over, it’s time for the two to part. Alexander has been placed in the care of his aunt, but when she is no longer able, a new caregiver must be found. An unconventional counselor from the youth welfare office learns of Alexander’s trust in Benede, who himself grew up in a home, and reunites the two. Although not always easy, the relationship grows and deepens into one of father and son.",1.222,/7QWdcae9jiInca8yER6ZST7ZoAT.jpg,11-12-17,The Carlos Benede Story,False,8.6,7,0,0,Germany,Drama,tt5940524
19,14020,False,/qv30pgExBjJVEboC6rx0hU98K6k.jpg,[99],503696,it,Lascia stare i santi,"A journey through Italy across a century of popular religious devotion. Ancient and more recent saints, white and black Madonnas, devotional processions... are the expression of a need for the sacred that seems very distant from our way of being, but perhaps is not that distant at all. Today, especially in the South, but with some “isolated” locations in the North, popular faith is still a very real thing, which finds its finest expression in song and in music.",1.222,/mzrMN1RnG6dxTd8pknBzbcy8ZGd.jpg,30-01-17,Leave the Saints Alone,False,7.3,2,0,0,Italy,Documentary,tt7260720
20,14021,False,/vEfQoHtTRorne6ul2Jbm1Zvk4U7.jpg,[35],477736,es,Donaire Y Esplendor,"In the traditional carnival of the small town called Las Tablas, there are two rival streets: Up Street and Down Street. A young couple, after an unexpected encounter at the airport, fall hopelessly in love.",1.222,/bn6XVspFYBwef9KiqvATdmLJOdn.jpg,07-09-17,Donaire Y Esplendor,False,6.0,3,1200000,0,Panama,Comedy,tt6828530
21,14022,False,,"[18, 10749]",512702,en,Romeo and Juliet in Harlem,"The first Shakespeare feature film adaptation of ""Romeo and Juliet"" with a complete cast of color that stays true to the language and storyline.",1.221,/ui1tN6dgC3HiKtzymrfbtxM03om.jpg,01-07-17,Romeo and Juliet in Harlem,False,0.0,0,0,0,United States of America,Drama,tt3122216
22,14023,False,/c0gTWa8Off3PUgKcYIFeUaUBOMz.jpg,"[35, 36, 18]",554796,ja,カツベン！,"Set at a movie theater in a small village around 100 years ago. Silent films are play at the movie theater. A young man aspires to become a benshi, a performer that provides live narration to silent films.",1.221,/5d9ETBslPLOT9vMh8R29lgsZzVg.jpg,13-12-19,Talking the Pictures,False,7.4,5,0,0,Japan,Comedy,tt11147106
23,14024,False,,[99],456173,en,Minecraft: Through the Nether Portal,"Minecraft: Through the Nether Portal takes you on a journey through the ever-evolving, epic game of Minecraft. Its popularity is opening up a whole new world for this generation, with millions of new players signing up each week. With exclusive interviews from industry experts and Minecraft’s biggest YouTube players, Dan TDM and Ali-A, we look at how the game is now being used as a tool for education and teaching while digging deeper into the creativity behind the game.",1.22,/sA4QucZThun34zV5yb4GHdROBYa.jpg,16-05-17,Minecraft: Through the Nether Portal,False,2.5,1,0,0,United States of America,Documentary,
24,14025,False,/7tD1ZLwYGdZRojVD3OawTSIfgtT.jpg,"[18, 10749]",486837,ja,恋愛奇譚集,"A Taiwanese girl Yuwen comes to a village of Fukushima to study abroad. She thinks falling-in-love is a stupid thing and the land is unusually dry as Yuwen’s heart because of no rains. Yuwen struggles to speak Japanese but learns Japan culture and relationships from her host family and neighbors. As she opens her heart little by little, rain falls on the small village after a long time.",1.22,/g4AtLZRWDbd7FmpXONwz42Vgpd4.jpg,11-08-17,Strange Tales of Love and Strangers,False,3.5,7,0,0,Japan,Drama,tt6330554
25,14026,False,,[],588022,en,Ninja Ballerina,A Prima Ballerina finds herself involved in a series of killings avenging a dark past.,1.22,/tvciK0st2in1gyXjnN0r8LPRA6f.jpg,13-04-18,Ninja Ballerina,False,0.0,0,0,0,United States of America,Not Listed,
26,14027,False,/3t1CxhG0P3H2kv866Vgh1ETUwKi.jpg,[99],501244,fr,Star wars 40 ans,,1.219,/oMMkmBbwgjbOpPLuIZnNsBAfyUs.jpg,19-10-17,Star wars 40 ans,False,8.0,4,0,0,France,Documentary,
27,14028,False,/bPf69lvOpBmh2zQWtNh3QDH1oYf.jpg,[99],544918,es,Apuntes para una película de atracos,Not every day you have the chance of fulfilling a dream: making a heist film.,1.219,/ajHRqgqxKLFvQYpixvbmbkFHKMH.jpg,05-12-18,Notes for a Heist Film,False,6.3,14,0,0,Spain,Documentary,tt5479590
28,14029,False,/tkKPeMfIZN7MSMaoEldNtVVFznM.jpg,[27],609448,ml,ആകാശഗംഗ 2,"Arathi, accepts a challenge to test the authenticity of an 'Ashram' that claims to help its followers talk to the dead. To her surprise, she communicates with her dead mother who leads her to the dark and hidden secrets of her own family.",1.219,/ibJzjljE1nSS0OeoQFPcq4WwnTN.jpg,01-11-19,Aakashaganga 2,False,1.5,4,0,0,India,Horror,tt9883042
29,14030,False,,"[53, 10770]",652965,en,"My Father, My Kidnapper","When her mother Jane suddenly disappears, Casey must face the dark secrets of the past to find her before it's too late.",1.219,/ucIhGTF7N3VmVjdIjtOMe2JgByv.jpg,29-11-19,"My Father, My Kidnapper",False,6.3,3,0,0,Canada,Thriller,tt10005162
30,14031,False,/vmRsw92ibKXITRhByp2WEZpp7FE.jpg,"[18, 36]",477877,ko,대장 김창수,"Young Kim Chang-Soo is placed behind bars, charged with murdering a Japanese person who took part in Empress Myeongseong's assassination. In prison, Kim Chang-Soo sees how Koreans are persecuted and grows into a fighter for Korean independence.",1.218,/1iMA2VcQ9m8vV46CzAyzndGsCzT.jpg,19-10-17,Man of Will,False,7.6,9,0,0,South Korea,Drama,tt6406458
31,14032,False,,[],444800,en,Mutt,A family's plan to stage an intervention unravels.,1.218,,11-03-17,Mutt,False,8.0,4,0,0,Not Listed,Not Listed,tt6174310
32,14033,False,,[27],455188,en,Seizure,A young gangster forced into trafficking girls goes into hiding when a deal goes wrong but when the girl unleashes her supernatural curse he must decide between his love for her or running for his life.,1.218,/w4zPnr9OfkHu2JAdyJitkVRPDcb.jpg,11-04-17,Seizure,False,0.0,0,0,0,Not Listed,Horror,tt5241534
33,14034,False,/jIH53c5hys6BU31N9MphMojAt0K.jpg,"[18, 53]",567066,da,Månebrand,"A brother and a sister are trapped in a chaotic and emotional moment in their life. Through a series of violent acts, they do whatever they can to forget what really hurts inside.",1.218,/98I26AKmStOLQn81RsErTsWLo3q.jpg,06-10-18,Moonfire,False,5.0,1,39000,0,Denmark,Drama,tt8718786
34,14035,False,/bMuIP7cNfKWfzs2NoWrzNK0WmHc.jpg,"[18, 80]",606780,fr,Puzzle,,1.218,/hb9wnczJ7h6BeTQpQKhaGTtmS7q.jpg,08-06-19,Murder in Saint Omer,False,5.0,10,0,0,France,Drama,tt10457638
35,14036,False,/aAiR5XXLQqfoqyhyY1aGAZ0WZkL.jpg,"[35, 18]",573657,da,De frivillige,"Celebrity financier and jet-setter Markus Føns has been taken into custody. Following a brutal assault by a gang of bikers in connection with some of his more shady dealings, Markus opts for voluntary solitary confinement among the prison's weakest inmates; the rapists and the pedophiles. This ward has a prison choir, of which the inmate Niels is the unofficial and self-proclaimed leader. Markus decides to join the choir and before long has his sight set on reaching the top of its hierarchy. This battle is not fought with muscle, but with cunning, tyranny and canonical Danish songs!",1.218,/nKPRitMQSwrNii7C4q0eak3etfB.jpg,13-06-19,Out of Tune,False,6.2,10,0,0,Denmark,Comedy,tt8240250
36,14037,False,/iDh8uCJT1j4YVEYiZns0QyEK0qf.jpg,[18],583274,fr,Dévoilées,"Three women, three generations, two secrets. In the early 1970s, a bomb exploded on board the Swissair flight 330 to Tel Aviv. Isabelle's husband also died. The young, very pregnant widow feared that her lover, the Palestinian activist Djibril, might be entangled in it ... Now, 47 years later, Isabelle finds out that her granddaughter Anaïs has converted to Islam. But why does the young student keep her new faith secret from the family? Anaïs's mother, Léa, immediately rings the alarm.",1.217,/kn4oAsTELV32EvVq1lGS9CwBooo.jpg,05-11-18,Unveiled,False,6.1,11,0,0,Switzerland,Drama,tt8291312
37,14038,False,/2BgKxtHMd3qOAmyArZQ1RBB3HRS.jpg,[99],531664,en,Path of Blood,"Deep in the Saudi desert, young thrill-seekers at jihadi boot camp sign up to a plot to overthrow the Saudi government. They detonate three horrific car-bombs at Western compounds in downtown Riyadh and become embroiled in a nail-biting game of cat and mouse with government forces. As their plans unravel, they resort to ever more brutal tactics. Exposing the dark side of the human soul, Path of Blood reveals Al Qaeda as you've never seen it before. Using a treasure trove of Al Qaeda home-movie footage captured by the security services, this haunting documentary film shows how brainwashed idealism and the youthful pursuit of adventure can descend into madness and carnage.",1.216,/z9EJxIQVttFNXFUWABxg0CgqEig.jpg,13-07-18,Path of Blood,False,6.7,15,0,0,United Kingdom,Documentary,tt8066972
38,14039,False,/xw4A6t7xnGZktG60YpbNShK33Z.jpg,"[16, 18]",537707,fr,Ville Neuve,"Determined to stop drinking, Joseph moves into a friend's house and convinces his ex-wife Emma to join him. In the troubled times of Quebec independence referendum, this is the account of their stormy reunion.",1.216,/zrgXO9fFOhqzZOxf76bEk3BjafO.jpg,12-04-19,Ville Neuve,False,5.8,2,0,0,Canada,Animation,tt8253812
39,14040,False,,[99],388777,en,A Different American Dream,In North Dakota an Indian nation finds itself at a critical moment in its long history. The Three Affiliated Tribes face catastrophic damage to their land and culture as a result of the recent oil boom on the Fort Berthold Reservation.,1.215,/aEYeUUleFmI3eJ1vHyqIEnHLNMQ.jpg,06-01-17,A Different American Dream,False,0.0,0,0,0,United States of America,Documentary,tt5095472
40,14041,False,/bW2LBdQtebLt7LbYrEfvOtRmyvu.jpg,[10402],482509,en,The Pineapple Thief: Where We Stood,"THE PINEAPPLE THIEF'S SPECTACULAR FINAL PERFORMANCE OF THEIR 'YOUR WILDERNESS' TOUR FEATURING GAVIN HARRISON (KING CRIMSON) ON DRUMS  Bringing to close an unforgettable 14-date European Winter tour of their 2016 summer hit album 'Your Wilderness', The Pineapple Thief, led by post-progressive mastermind Bruce Soord and reinforced by Gavin Harrison (King Crimson) on drums with Darran Charles (Godsticks) on guitar, gave the sold-out Islington Assembly Hall in London a truly awe-inspiring gig on 11th February 2017. 'Where We Stood' showcases a tight performance from both band regulars and guests on new tracks from 'Your Wilderness', including ""In Exile"", ""No Man's Land"" and ""The Final Thing On My Mind"", and of the classics from previous albums, ""Nothing At Best"", ""Show A Little Love"" and ""Simple As That"".",1.215,/rQS71cYqD7SxgKBbeiUlM1nC7P6.jpg,13-10-17,The Pineapple Thief: Where We Stood,False,8.0,2,0,0,Not Listed,Music,
41,14042,False,/nMXkqlfurPGZbBSSDKHFKdjqiyD.jpg,[10402],467163,en,"Pop, Lock 'n Roll","Loaded with a love story and set in the club scene in Cape Town, it’s a feel good rags to riches film about Raps, a gifted young dancer from the Cape Flats who thinks all he needs is fame and money. However, it all gets complicated when he falls in love with the gorgeous young wife of the gangster-cum-producer who’s making his career happen.",1.215,/3LeDYpLczv0tU4omx1YVkycdX4H.jpg,29-09-17,"Pop, Lock 'n Roll",False,2.0,2,0,0,South Africa,Music,tt2336014
42,14043,False,/v9Cl5KDS8NVwgRiO1psu8VqjgMT.jpg,"[18, 10749]",557078,ro,Coborâm la prima,A subway train is blocked between stations on the morning after the fire in the Colectiv Club in Romania.,1.215,/uhSMbXOVwQabHD0zk36rRjBK2G2.jpg,26-10-18,Beside Me,False,7.3,8,110000,0,Romania,Drama,tt7251888
43,14044,False,,[35],497322,en,Love Pool,"After leaving a dinner party with his loved up friends, a single man has a chance encounter with a mystery woman that changes his view of love forever...",1.215,/4jpO11zM7lZyEnAgp5VvTHleJ9D.jpg,16-11-19,Love Pool,False,0.0,0,0,0,United Kingdom,Comedy,tt7211032
44,14045,False,/bKgNhgJk2AjuRxsHBZyOZ8cfrBQ.jpg,"[28, 18, 14]",635897,kk,Казак хандыгы. Алтын так,"XV century. In the vast expanses of Eurasia, the descendants of Genghis Khan create their own state. The promised land of Kazakh Khanate is resisting its enemies..",1.215,/fpwVoYZijWXO33eqrJv5c5MJaRn.jpg,21-03-19,Kazakh Khanate: The Golden Throne,False,6.0,2,0,0,Kazakhstan,Action,tt11050404
45,14046,False,,"[18, 36]",520268,en,In Emma's Footsteps,"After the martyrdom of Joseph Smith, Jr., his wife Emma Hale Smith was left with much to shoulder: salvaging Joseph’s estate, the safety of her family, her own grief, and growing isolation as danger and rumors increased. Through the eyes of one of her sons and Lucy Mack Smith, Emma’s struggles are shown with new light and understanding, revealing a courageous woman who stood as a pillar of strength for her family.",1.214,/48URaCOd0EOJrBoX0pIyqtNfAK4.jpg,01-06-18,In Emma's Footsteps,False,0.0,0,0,0,United States of America,Drama,tt8276936
46,14047,False,/kOxAfSyHZEDEhOCic8TxXprUg4T.jpg,[18],567662,en,Reverse Heaven,"In 1990s Los Angeles, danger lurks around the corner after a freak accident leaves an undercover cop with supernatural abilities while also unleashing a horror that he must destroy before it destroys everything.",1.213,/9wW8a7wKktkUCaUMxZ6mkgL6obF.jpg,06-11-18,Heaven & Hell,False,6.3,6,5000000,0,United States of America,Drama,tt0192528
47,14048,False,/qcsp99TJvHnXmMIJpENWCH264DD.jpg,"[35, 18]",519346,ml,പഞ്ചവർണതത്ത,The story of a bird charmer as he goes on to influence the lives of people while witnessing a change in his own.,1.213,/74st7sFPmiubT5j18xdVkELWoTX.jpg,14-04-18,Panchavarnathatha,False,6.9,7,0,2100000,India,Comedy,tt7450346
48,14049,False,/qSAkrQ3PVGQlEyoanzwd2Fjatif.jpg,"[53, 10770]",546233,en,He's Watching,"Angela is hired by her college boyfriend to manage his fortune. When the two engage in a heated affair, her life takes a downward spiral, forcing her to confront the fact that her former flame may no longer be the sweet gentleman of her past.",1.212,/aoUWPkg8pwmLLt4uscRgxaPLC04.jpg,02-09-18,He's Watching,False,4.8,9,0,0,Not Listed,Thriller,tt7834022
49,14050,False,/s2AHYRnwpHmEGg677gXYCCxF4oP.jpg,[18],656334,en,Shoot,"After studying at university and excelling in soccer, a young Saudi is torn between the traditions of his father and the freedom he experiences in the U.S.",1.212,/vNkluBbW8o66idv3ZYgSrN6gVUr.jpg,15-03-18,Shoot,False,0.0,0,0,0,Saudi Arabia,Drama,tt4887106
50,14051,False,/hX0cX6e6Iz98UmCePul4O7yPq36.jpg,"[18, 35]",774362,en,Summer Daydream,"When 12-year-old Clark learns that his family is about to be uprooted, he and his friends try to win a short film contest to save his home.",1.212,/4HQF56Da7k315QbHis15haxnMT4.jpg,24-03-18,Summer Daydream,False,8.0,2,0,0,United States of America,Drama,tt4940526
51,14052,False,/ogEeZTkU2QiJ23FpcqHxGL6NCJQ.jpg,"[28, 80]",619593,ml,കൽക്കി,"After SI Vyshakhan commits suicide at the police station following his failure to take control of the law and order situation, Inspector K takes charge at Nanjankode. Will he succeed in quelling the fire?",1.212,/xnQrD0oIQn5UGWNNAfPZC0yDG6f.jpg,08-08-19,Kalki,False,4.7,7,0,0,Not Listed,Action,tt9011130
52,14053,False,,"[18, 10749]",462078,ru,Белые ночи,"When night falls on St. Petersburg, there comes a time when it seems that everything freezes. The past, the present and the future exist simultaneously. There are two on the bridge: He is a shy and lonely dreamer, who photographs the city all night long, feels sincere sympathy for strangers, and even houses. She is a delicate girl, in love, her face is light, but tear-stained. Four nights of revelations and romance, sadness and smiles, kisses and embraces. But one day the morning will come.",1.211,/cYv2ouapSPi8R16Un2CvnH2SMLl.jpg,01-06-17,White Nights,False,0.0,0,0,0,Russia,Drama,tt7011242
53,14054,False,,[10402],484497,en,The Making of Marc Bolan,"On the 40th anniversary of his death, this documentary tells the story of how East End boy Mark Feld became T-Rex frontman and icon Marc Bolan.  Featuring friends, family and well-known fans.",1.211,/6sGEWXElhKoV7RorEwwvkGD2Ysl.jpg,16-09-17,The Making of Marc Bolan,False,0.0,0,0,0,Not Listed,Music,tt7391526
54,14055,False,/k3DZulkuUDnAz43LYfM8J1OZS3t.jpg,"[99, 35]",545814,en,How The Young Ones Changed Comedy,"This documentary explores the legacy of one of the most notorious British sitcoms of all time. Launching alternative comedy onto our screens, the show made household names of its performers and writers and proved to be a huge influence, despite the BBC reportedly being baffled by what they'd commissioned back in 1982. Never before had a flagship comedy show contained so much violence, depravity and anarchy - it was a shot across the bow to mainstream comedians that things would never be the same again.",1.211,/xCWtx7wuR5t0tTcgPc4TsqxruOW.jpg,26-05-18,How The Young Ones Changed Comedy,False,7.0,1,0,0,United Kingdom,Documentary,tt8533612
55,14056,False,,[18],1003788,en,Forgotten,"A young man's long-lost sister returns, bringing with her a lifetime of forgotten memories.",1.211,/osANrp2gPT0LoLPTwK0vrQgvzjE.jpg,04-05-19,Forgotten,False,0.0,0,1000,0,Not Listed,Drama,tt9530356
56,14057,False,/iWPbdREImgRxqoIqpaUMKZ67i55.jpg,"[35, 10749]",622020,en,Fair Market Value,"Kendall, a real estate agent from Miami, moves to the suburbs of New York to work at the prestigious Atlantic Shores Realtors and immediately butts heads with Brooke, a rival real estate agent. Tensions soon mount when Kendall and Brooke are forced to work together to try and sell one of the most expensive mansions on Long Island, all while navigating their complex and messy relationships.",1.211,/NtMLYOrx7Lace7KzPWZJFYUMt9.jpg,06-05-19,Fair Market Value,False,0.0,0,0,0,United States of America,Comedy,tt4761100
57,14058,False,,[99],715986,en,The Queen's Man,"Steve Talt used to bodyguard Farah Pahlavi, the exiled Queen of Iran. So when he discovers that her art was stolen by the Mafia in 1980, he sets out on a quixotic quest to recover it.",1.211,,14-11-19,The Queen's Man,False,0.0,0,0,0,United States of America,Documentary,tt12197552
58,14059,False,/dFfRSOHz2MAMSWT45yDezhttYHk.jpg,"[10402, 35]",785722,en,Gaither Vocal Band Reunion: Live,"History was made when over 20 members, past and present, of the GRAMMY® Award-winning Gaither Vocal Band gathered on one stage for the first-ever LIVE concert reunion. Bill Gaither, Mark Lowry, Guy Penrod, Gary McSpadden, David Phelps, Russ Taff, Marshall Hall and more combined their talents as never before during a two-day event of song, inspiration and laughter. Now you can join the audience and experience unprecedented performances of many of your favorite hits from this legendary group.  1.  Alpha And Omega  2. Passin' The Faith Along  3. He Touched Me  4. Give Up  5. The Baptism Of Jesse Taylor  6. Give It Away  7. Chain Breaker  8. Let Freedom Ring  9. O Love That Will Not Let Me Go  10. Nessun Dorma  11. These Are They  12. Amen  13. Sinner Saved By Grace  14. Make It Real / I Believe, Help Thou My Unbelief  15. In That Great Gettin' Up Mornin'  16. The Trumpet Of Jesus  17. I Bowed On My Knees  18. Because He Lives",1.21,/wTxMcszNNB62JIGqouHhHOPDwwX.jpg,29-10-19,Gaither Vocal Band Reunion: Live,False,10.0,1,0,0,United States of America,Music,
59,14060,False,/dIKXiLDRGkZCmTE0GeO29WU0GLU.jpg,[35],436327,de,Chaos - Queens - Für jede Lösung ein Problem,"Gerri does not like anymore. Stylishly she wants to promote herself to the hereafter. She does not mince words in her farewell letters. But then the tablets do not work. ""You are not the problem, you are the solution!"" Her friend Charly tries to comfort her. And she's right: Gerri grabs himself by the head, pulls himself out of the mess and orders the chaos that has triggered them.",1.209,/l0k9qHEHmDOzAsXMybKAWroINlb.jpg,19-03-17,Chaos - Queens - Für jede Lösung ein Problem,False,4.0,3,0,0,Germany,Comedy,tt5874796
60,14061,False,/x4i2pgystz1Mq3NzWTEl8IR0bQM.jpg,"[28, 80, 53]",452696,bn,ওয়ান,"The plot revolves around IPS Officer Ronojoy Bose, who wants to arrest Aditya Sen, an affluent scientist and son of minister of health who uses secret illegal medical practices for profit.",1.209,/jnSCwb40EXNeuJUtQq3d8y17xYL.jpg,14-04-17,One,False,7.0,3,0,0,India,Action,tt6958152
61,14062,False,,"[53, 10770]",427750,en,Inspired to Kill,"After losing the hero worship of her excitement in a repulsive catastrophe, Kara moves across the country to attend a writing program in Los Angeles. She finds room and board as soon as Charlie Fratelli, a kooky, cheerful girl who loves to beverage wine and flirt when younger men. There, Kara meets Jason, a shy do something student, who nimbly takes to Kara even though his meek birds prevents him from making a involve. Instead, an older, dreamier man named Paul Reese sweeps Kara off her feet. Paul is an conventional crime novelist and Kara is hastily taken gone his mild confidence. Soon, it seems as though everyone who has persecuted Kara ends happening paying the ultimate price and she begins to admiration what she in dream of fact knows just roughly Paul. Kara enlists Jasons encourage to locate out the precise--but soon the two take taking place a haunting conclusion.",1.209,/kxlhp3teWx2QyfenhQcGRuN62Qq.jpg,01-01-17,Inspired to Kill,False,6.6,5,0,0,United States of America,Thriller,tt6026094
