,Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,Budget,Revenue,Country,Genres,imdb_id,year
10,10,FALSE,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,"[12, 14]",12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",147.783,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,06-10-10,Harry Potter and the Deathly Hallows: Part 1,FALSE,7.8,16656,250000000,954305868,United Kingdom,Adventure,tt0926084,2017
11,11,FALSE,/sO2VWeJ8qagNtYoznyLRL8TeSkw.jpg,"[12, 14, 9648]",675,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",145.398,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,28-06-07,Harry Potter and the Order of the Phoenix,FALSE,7.7,17002,150000000,938212738,United Kingdom,Adventure,tt0373889,2017
12,12,FALSE,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,"[28, 12, 878]",335988,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",140.92,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,16-06-17,Transformers: The Last Knight,FALSE,6.1,5237,217000000,605425157,United States of America,Action,tt3371366,2017
13,13,FALSE,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,"[10751, 16, 14, 10402, 35, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",132.402,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,27-10-17,Coco,FALSE,8.2,16560,175000000,800526015,Mexico,Family,tt2380307,2017
14,14,FALSE,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,"[18, 36, 10752]",324786,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",120.614,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,07-10-16,Hacksaw Ridge,FALSE,8.2,11669,40000000,175302354,Australia,Drama,tt2119532,2017
15,15,FALSE,/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,106.593,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,05-11-14,Interstellar,FALSE,8.4,29905,165000000,701729206,United Kingdom,Adventure,tt0816692,2017
16,16,FALSE,/3WjbxaqYB4vAbdUfdr5vbglD2JZ.jpg,"[18, 10749]",597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",106.109,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,18-11-97,Titanic,FALSE,7.9,21859,200000000,2187463944,United States of America,Drama,tt0120338,2017
17,17,FALSE,/r17jFHAemzcWPPtoO0UxjIX0xas.jpg,"[28, 53, 80]",324552,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",97.409,/kL99FVq572hNPfMyfQCT7tGFNeQ.jpg,08-02-17,John Wick: Chapter 2,FALSE,7.3,10677,40000000,171539887,United States of America,Action,tt4425200,2017
18,18,FALSE,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,"[12, 28, 878]",283995,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,96.018,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,19-04-17,Guardians of the Galaxy Vol. 2,FALSE,7.6,18988,200000000,863756051,United States of America,Adventure,tt3896198,2017
19,19,FALSE,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,"[28, 9648, 878, 53]",198663,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",94.911,/ode14q7WtDugFDp78fo9lCsmay9.jpg,10-09-14,The Maze Runner,FALSE,7.2,15109,34000000,348319861,United States of America,Action,tt1790864,2017
20,20,FALSE,/4QLdZ2A8mkDWp2rpfgDrwmeCtUW.jpg,"[28, 12, 80]",47971,en,xXx: Return of Xander Cage,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",83.416,/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,13-01-17,xXx: Return of Xander Cage,FALSE,6.1,7566,85000000,346147658,Canada,Action,tt1293847,2017
21,21,FALSE,/4mlS1MitcOqdPLhxEFyk9Qwf5rr.jpg,"[16, 12, 35, 10751]",260514,en,Cars 3,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",76.372,/fyy1nDC8wm553FCiBDojkJmKLCs.jpg,15-06-17,Cars 3,FALSE,6.8,4784,175000000,383925276,United States of America,Animation,tt3606752,2017
22,22,FALSE,/tTlAA0REGPXSZPBfWyTW9ipIv1I.jpg,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",76.163,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,05-07-17,Spider-Man: Homecoming,FALSE,7.4,19338,175000000,880166924,United States of America,Action,tt2250912,2017
23,23,FALSE,/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,"[28, 12, 14, 878, 35]",284053,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",72.026,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,24-10-17,Thor: Ragnarok,FALSE,7.6,18474,180000000,853977126,United States of America,Action,tt3501632,2017
24,24,FALSE,/jvUKejL9uZtI0yi2aoQZ2oykRTA.jpg,"[27, 878, 9648, 53]",395992,en,Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",71.059,/lja0Kh17LLleh6DhtixEh7Z7T6D.jpg,22-03-17,Life,FALSE,6.4,6403,58000000,100541806,United States of America,Horror,tt5442430,2017
25,25,FALSE,/jzdnhRhG0dsuYorwvSqPqqnM1cV.jpg,"[28, 80, 53]",337339,en,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",68.991,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,12-04-17,The Fate of the Furious,FALSE,6.9,9170,250000000,1238764765,United States of America,Action,tt4630562,2017
26,26,FALSE,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,"[28, 12, 878]",141052,en,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",66.389,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,15-11-17,Justice League,FALSE,6.1,11692,300000000,657926987,United States of America,Action,tt0974015,2017
27,27,FALSE,/rpkq4Mp6IfkyJraujPRrQ3CJ2GX.jpg,[10749],467922,ko,여자 보험왕 : 그녀의 영업비밀,"A special insurance saleswoman who uses her body is coming!  Hye-kyeong is the best insurance queen there is. Everyone is jealous of her talent but Hye-kyeong doesn't tell anyone about her know-hows. Her junior insurance planner Hyeon-joo is always watching Hye-kyeong from afar but she's depressed because she doesn't get good results. In the end, Hye-kyeong gives Hyeon-joo some tips...",64.086,/5usa4uGzLGCseEyklMLTz6QSSda.jpg,03-08-17,Insurance Queen : Her Business Secrets,FALSE,4,1,0,0,South Korea,Romance,,2017
28,28,FALSE,/bAup7FGUlmNVOuhZFlLgmDPo0Eg.jpg,"[18, 14]",345938,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",60.549,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,03-03-17,The Shack,FALSE,7.5,1810,20000000,92924405,United States of America,Drama,tt2872518,2017
29,29,FALSE,/daOd8KBGDdsOhVdzXB3KU5fgBd2.jpg,[18],453354,fr,Ava,"Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",59.644,/cUI1PFsrQVJR3IZOpkfsOOOUhTO.jpg,21-06-17,Ava,FALSE,6.2,164,3000000,500000,France,Drama,tt6194530,2017
30,30,FALSE,/9X7YweCJw3q8Mcf6GadxReFEksM.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",58.708,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,28-02-17,Logan,FALSE,7.8,17312,97000000,619021436,United States of America,Action,tt3315342,2017
31,31,FALSE,/7KsqfXDECZMryX1Rv4RKsT7SIjQ.jpg,"[28, 35]",390043,en,The Hitman's Bodyguard,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",57.272,/5CGjlz2vyBhW5xHW4eNOZIdgzYq.jpg,16-08-17,The Hitman's Bodyguard,FALSE,6.9,5384,30000000,176586701,Bulgaria,Action,tt1959563,2017
32,32,FALSE,/7C921eWK06n12c1miRXnYoEu5Yv.jpg,"[12, 28, 14]",166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",56.958,/qwoGfcg6YUS55nUweKGujHE54Wy.jpg,23-05-17,Pirates of the Caribbean: Dead Men Tell No Tales,FALSE,6.6,10580,230000000,794861794,United States of America,Adventure,tt1790809,2017
33,33,FALSE,/jLS805N4QmLVPurQwuaCFTNEZss.jpg,"[10751, 16, 12, 14]",436931,ja,劇場版 ポケットモンスター　キミにきめた！,"Ash Ketchum wakes up late one morning after having broken his alarm clock in his sleep. He eventually makes it to Professor Oak's lab, but is told that the three starter List of Pokémon (Bulbasaur, Squirtle, and Charmander) have already been taken by Trainers who were on time. However, Oak reveals that he has one more Pokémon, an Electric-type named Pikachu. Despite its volatile and feisty personality, as well as its refusal to get inside a Poké Ball, Ash happily takes Pikachu for his journey.",56.799,/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg,15-07-17,Pokémon the Movie: I Choose You!,FALSE,7,544,0,37552144,United States of America,Family,tt6595896,2017
34,34,FALSE,/sAtoMqDVhNDQBc3QJL3RF6hlhGq.jpg,"[878, 18]",335984,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",56.649,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,04-10-17,Blade Runner 2049,FALSE,7.5,11307,150000000,259239658,Canada,Science Fiction,tt1856101,2017
35,35,FALSE,/l49X7KxytkRCdXrpAu92QqxVrN5.jpg,"[27, 9648, 53]",55341,en,Jeepers Creepers 3,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",56.483,/pK7ge28ubs45av9aGEbVWW7ZbA8.jpg,26-09-17,Jeepers Creepers 3,FALSE,4.9,719,6200000,3600000,United States of America,Horror,tt1139592,2017
36,36,FALSE,/phhbtV5BEdn4TYLTMKFwYz2VSNl.jpg,"[10751, 14, 10749]",321612,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,55.923,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,16-03-17,Beauty and the Beast,FALSE,7,14384,160000000,1263521126,United States of America,Family,tt2771200,2017
37,37,FALSE,/uO6ZUez70Twan92pqoV60T9kiGH.jpg,[99],440249,en,After Porn Ends 2,"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",54.468,/rfItXrtDGILwsCdmgVxX79phFuI.jpg,28-03-17,After Porn Ends 2,FALSE,5.4,203,500000,0,United States of America,Documentary,tt5168832,2017
38,38,FALSE,/9iYiqu4gOWH5vI0VWfUZPiOx1iw.jpg,[10749],489150,ko,어린 형수 3,A young wife heads to her husband's office where the unexpected ensues.,54.179,/bwIlcINC3xXCSw3xCx6VL8Eg3zz.jpg,05-12-17,Young Sister-in-Law 3,FALSE,0,0,0,0,South Korea,Romance,,2017
39,39,FALSE,/zvOJawrnmgK0sL293mOXOdLvTXQ.jpg,"[10749, 18]",398818,en,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",53.102,/gXiE0WveDnT0n5J4sW9TMxXF4oT.jpg,01-09-17,Call Me by Your Name,FALSE,8.2,10704,4000000,41063475,Brazil,Romance,tt5726616,2017
40,40,FALSE,/3uaD05vhpsjiZ9KHpF2TI2GrXON.jpg,"[18, 10770]",441168,en,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",52.483,/pv5n66n3J9DzNeEzGymhQ0q2FcS.jpg,11-02-17,From Straight A's to XXX,FALSE,5.8,98,0,0,Netherlands,Drama,tt6237208,2017
41,41,FALSE,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,51.463,/lTAmu88GzRysbbA85ib2KB1jLGg.jpg,30-05-17,Wonder Woman,FALSE,7.2,18167,149000000,822854286,United States of America,Action,tt0451279,2017
42,42,FALSE,,[10749],701561,ko,이채담의 지스팟,"An honest, open look at the sex life of erotic film actress Lee Chae-dam. She reveals her first love, her first experience, her first film, her sex lifestyle, and her love of her body.",51.069,/tnxbYOlkXbuSXZWfHYOy4l4V51h.jpg,26-10-17,Lee Chaedam's G-Spot,FALSE,9,1,0,0,South Korea,Romance,,2017
43,43,FALSE,/wyv2Y9vXYJwJzF6cNVuVwVOsOUj.jpg,"[18, 14, 28]",397567,ko,신과함께-죄와 벌,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",50.877,/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg,14-12-17,Along with the Gods: The Two Worlds,FALSE,8.1,731,18300000,125983972,South Korea,Drama,tt7160070,2017
44,44,FALSE,/9dWH18IZf0KdGx0kJaONzWcmD69.jpg,"[18, 10749]",341174,en,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",50.769,/7CBO9GhsUeMSsWQb47WTPZnKjdj.jpg,08-02-17,Fifty Shades Darker,FALSE,6.5,6929,55000000,378827494,United States of America,Drama,tt4465564,2017
45,45,FALSE,/tcheoA2nPATCm2vvXw2hVQoaEFD.jpg,"[27, 14]",346364,en,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",50.76,/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,06-09-17,It,FALSE,7.2,17104,35000000,701842551,United States of America,Horror,tt1396484,2017
46,46,FALSE,/axv3VO7AQQ9X0uZB0SPj7Ar8Pm9.jpg,"[10749, 18]",482008,ko,친구부부 : 욕망의 스와핑,"I'm sick and tired of doing it with the same person! We've already seen everything; why don't we swap?  Seon-joo and Jae-yong and Tae-gyun and Ga-hee are two married couples from the same university. They go on a trip together and get drunk and talk about the good times they had and the times they had sex with each other's husband or wife. At first, they felt jealous over this but from some point on, they dream of something exciting once again.",47.416,/zn31q3JZ1omyTCBU67Vh0QfJsLd.jpg,14-02-17,Friend Couples: Swapping,FALSE,0,0,0,0,South Korea,Romance,,2017
47,47,FALSE,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,"[878, 27, 9648]",126889,en,Alien: Covenant,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",47.034,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,09-05-17,Alien: Covenant,FALSE,6.1,7378,97000000,240891763,United Kingdom,Science Fiction,tt2316204,2017
48,48,FALSE,/qdd5lrgBYL4fMSwYAhfLUwdJRu1.jpg,"[18, 878, 10752]",281338,en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",46.485,/z09RMHtFULVNYGvBaAq4Xa9ITXO.jpg,11-07-17,War for the Planet of the Apes,FALSE,7.1,7599,150000000,490719763,Canada,Drama,tt3450958,2017
49,49,FALSE,/gB2xvyQCsKmYhfKdcipyBjmDdsH.jpg,"[10749, 12, 18]",290512,en,The Mountain Between Us,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",46.224,/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,05-10-17,The Mountain Between Us,FALSE,6.6,2060,35000000,62832209,United States of America,Romance,tt2226597,2017
50,50,FALSE,/xdFi3dVbWiCvPVAQJMKwY9OnNeg.jpg,"[18, 10749]",534171,ko,동창회의 목적 2,"I am a teacher! And you are a student! During school days, the first girl Daebeom fell in love with was a practice teacher. He hit on her daringly but she did nothing but treat him like a child. Grown up Daebeom always wants to see her again and one day he heard news that she will attend this alumni reunion. Daebeom decides to seduce her at the reunion. I should sleep with her!",45.739,/iLzUj5gGtJbAIfbPaS3v0ITZhmD.jpg,31-08-17,Purpose of Reunion 2,FALSE,6.5,2,0,0,South Korea,Drama,,2017
