,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
13,False,/sB4Qee1z6Mkood7WNdUJSJJF0s0.jpg,[18],301502,en,Blonde,"From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.",68.868,/jOgbnL5FB30pprEjZaY1E1iPtPM.jpg,2022-09-16,Blonde,False,6.3,765
14,False,/cP8YNG3XUeBmO8Jk7Skzq3vwHy1.jpg,"[16, 12, 35, 10751, 14]",315162,en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",132.291,/1NqwE6LP9IEdOZ57NCT51ftHtWT.jpg,2022-12-07,Puss in Boots: The Last Wish,False,6.0,2
15,False,/viV5ehWP4h2sjnGsEeVh64mzAN3.jpg,"[53, 28]",294793,en,All the Old Knives,"When the CIA discovers one of its agents leaked information that cost more than 100 people their lives, veteran operative Henry Pelham is assigned to root out the mole with his former lover and colleague Celia Harrison.",47.167,/g4tMniKxol1TBJrHlAtiDjjlx4Q.jpg,2022-04-08,All the Old Knives,False,6.1,386
16,False,/3r3tZgKTw1554hcFoUfydLHE38w.jpg,"[27, 9648]",338947,en,Hellraiser,"A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.",731.225,/f9ZAIUxTTk23vo1BC9Ur1Rx5c2E.jpg,2022-09-28,Hellraiser,False,6.5,331
17,False,/zGLHX92Gk96O1DJvLil7ObJTbaL.jpg,"[14, 12, 28]",338953,en,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",172.431,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,False,6.8,2998
18,False,/kpUre8wWSXn3D5RhrMttBZa6w1v.jpg,"[35, 10751, 14]",338958,en,Disenchanted,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",1468.421,/4x3pt6hoLblBeHebUa4OyiVXFiM.jpg,2022-11-16,Disenchanted,False,7.3,445
19,False,,"[14, 80, 35, 27]",351064,en,Films Confiscated from a French Brothel,"""Films Confiscated from a French Brothel"" is a bare all Avant-garde Anthology homage to silent stag films.",4.183,/fb42YJp1heQbdYHTEoyOA4lE8NY.jpg,2022-03-30,Films Confiscated from a French Brothel,False,0.0,0
20,False,,[99],308299,en,Black Sabbath: Master of Reality Documentary,The documentary follows Black Sabbath as they release their iconic album Paranoid through the recording and releasing of their album Master of Reality. Sharing many known and unknown facts about the band's lives in 1971 and 1972.,0.6,/elCPmmjrEvwHEqCETxphPluC3nU.jpg,2022-05-04,Black Sabbath: Master of Reality Documentary,False,0.0,0
21,False,,"[14, 80, 35, 27]",351064,en,Films Confiscated from a French Brothel,"""Films Confiscated from a French Brothel"" is a bare all Avant-garde Anthology homage to silent stag films.",4.183,/fb42YJp1heQbdYHTEoyOA4lE8NY.jpg,2022-03-30,Films Confiscated from a French Brothel,False,0.0,0
22,False,/pQbGkrlUQTAmT7BA1JUXOicwOA1.jpg,"[18, 14, 10751]",444069,en,Iris Warriors,"England, 1940: When falling bombs trap eight children in the cellar of their orphanage, their teacher, Miss Shaw starts to read them a story. As the tale unfolds, they are magically transported to a timeless, mythical island, where they witness the story of Darkness and Light...",3.556,/4sjcxz0mxMbeqXlpbOjmpkP8nWz.jpg,2022-01-04,Iris Warriors,False,5.5,4
23,False,/nHtA1qMOzm2T50B99h0UXR4V3KC.jpg,"[10752, 18, 36]",399178,en,Benediction,"The story of soldier and poet Siegfried Sassoon (1886–1967), who was decorated for bravery on the Western Front, and is best remembered for his angry and compassionate poems about the First World War, which brought him public and critical acclaim. Avoiding the sentimentality and jingoism of many war poets, Sassoon wrote of the horror and brutality of trench warfare and contemptuously satirised generals, politicians, and churchmen for their incompetence and blind support of the war.",21.187,/85NUEtt7qzag9dgOov4spHY9RtL.jpg,2022-05-13,Benediction,False,6.6,26
24,False,/x4HxQPIEptQrcxJ6dqbSyLHUx1F.jpg,"[35, 10749]",429382,ru,Лавстори,"Taxi driver and unsuccessful actor Seva Gorelov accidentally meets his first love Masha Sokolova, once a young and carefree girl, and now a thirty-year-old spoiled kept woman. Seva works part-time in a taxi, and Masha accidentally becomes his client. To go far, to Sochi, to their homeland with Seva teenage love. Masha has a wedding there in a few days, but not with Seva, of course, but with a rich patron. From the very beginning it becomes clear that this journey will not end with anything good. 1600 kilometers of adventure, well flavored with humor, ambition, tears, resentment, flirting, passion and a great feeling, which again is out of place.",1.921,/vJGKQrXnUWPk6gsQjTd29tv7lOB.jpg,2022-10-13,Love Story,False,0.0,0
25,False,,"[53, 878]",412756,en,Night Sky,"A trek across the American southwest with a ne'er do well petty thief trying to escape his mysterious past, a celestial vagabond trying to rediscover hers, and the ruthless killer who is following them.",1.904,/2F9TmWv14CtJEeabcij2XsfXk3r.jpg,2022-08-26,Night Sky,False,0.0,0
26,False,/bn3fAIckhOFEnrIZNCSbgHXRHLY.jpg,"[16, 35, 10751]",438148,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",345.101,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,Minions: The Rise of Gru,False,7.5,2354
27,False,/qK7Ssnrfvrt65F66A1thvehfQg2.jpg,"[16, 10751, 35, 12, 9648]",420821,en,Chip 'n Dale: Rescue Rangers,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",72.522,/7UGmn8TyWPPzkjhLUW58cOUHjPS.jpg,2022-05-20,Chip 'n Dale: Rescue Rangers,False,7.0,860
28,False,/7zIByY8rE9fWD0RmYPrB3wA2e2u.jpg,[35],442617,fr,Petaouchnok,"Deep in the Pyrenees, two close friends at rock bottom have the idea of the century: to pull themselves of their misery, they will launch a horse trekking tour, a voyage through the mountains for tourists in search of nature, silence and adventure.",1.837,/8ptlC6R0jyvQJhtoBipufLb6MUG.jpg,2022-11-09,Wilderness Therapy,False,5.2,6
29,False,/21Pj94MOsW5708QTSwRZea8ddfo.jpg,"[28, 878, 53]",425906,en,The Prototype,"A government agent stumbles upon an alien conspiracy to conquer Earth. Using a blue liquid created by the aliens to make soldiers stronger, he becomes The Prototype-the only hope for mankind.",4.686,/gGDDRopgIQhemPJ04eI0r0FfmIt.jpg,2022-02-25,The Prototype,False,5.1,14
30,False,/8mDJ1GqqVgbvYYeaZzbyMCMG78Q.jpg,"[99, 10402]",396194,it,Ennio,"Well-rounded portrait of Ennio Morricone, the most popular and prolific film composer of the 20th century, the one most loved by the international public, a two-time Oscar winner and the author of over five hundred unforgettable scores.",27.078,/pNcFuARwXZ9r04Zoy5bviBmudZM.jpg,2022-02-17,Ennio,False,8.5,173
31,False,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,"[28, 14, 878]",436270,en,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",9137.939,/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,2022-10-19,Black Adam,False,7.3,2296
32,False,/gJkcSoGsrigM5JhmsKRcFcwFopk.jpg,"[18, 36, 28]",414177,ta,1945,"Set in Burma in the year 1945, Netaji Subhash Chandra Bose plans to launch the INA to fight the British. This is also the time when Adi comes back to Burma to take care of his family business. Upon his arrival, he gets engaged to a British Tasildar’s daughter. Just as he is set to get married, the atrocities of the British keep growing and Adi is forced to fight the British.",3.02,/8d3H8zl3ZhXVe3LbM7nNfkm74eu.jpg,2022-01-07,1945,False,6.0,1
33,False,/8QpzqK3nPGxpqpKqhe6QasTGBWQ.jpg,[878],406759,en,Moonfall,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,116.386,/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,2022-02-03,Moonfall,False,6.4,2044
34,False,,"[10402, 99]",376809,en,Syl Johnson: Any Way the Wind Blows,A documentary about the greatest soul singer you've ever heard--even if you've never heard of him.,0.716,/ziT7rsefkLlHdSkE3Kt3n0PQEAR.jpg,2022-02-06,Syl Johnson: Any Way the Wind Blows,False,0.0,0
35,False,,[18],350038,fo,Dreymar við havið,"Ester (16) lives a safe but mundane life, in a small town on an island together with her religious and conservative parents. One day, when she’s in Sunday school, she meets Ragna, a girl who has just moved to the same small town with her alcoholic mother and her 8 year-old brother. In Ragna, Ester sees what she has been looking for her whole life. Unaware that Ragna sees the exact same thing in Ester, and especially Ester’s father. The attraction of opposites makes them best friends. Together they dream about getting away from their boring life on the island, but soon they realize that it’s only their own self that they want to escape from.",0.6,/fZi3XANGE05dk7lxkNUSMC0cC9n.jpg,2022-01-20,Dreams by the Sea,False,6.7,3
36,False,/vRqXpQMOmcx1GXI44bn28I4odid.jpg,[99],453707,es,Relato familiar,"The memory lives on in Yukio Saeki's memory. At 83 years old, he still hears the echo of the sea in Japan, near Hiroshima, and the atomic bomb falling from the sky.",0.748,/7ja4RAE4Gchlt3NlMW2KSNEjXfD.jpg,2022-08-04,Familiar Tale,False,0.0,0
37,False,/wcKFYIiVDvRURrzglV9kGu7fpfY.jpg,"[14, 28, 12]",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",259.375,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,False,7.4,6414
38,False,,[99],428937,es,10 años con Bebe,This documentary follows the journey of beloved Spanish musician Bebe as she embarks on a tour to celebrate her first album's 10-year anniversary.,0.6,/khK8tH1wuun2N7810S499hZacJQ.jpg,2022-08-17,10 Years with Bebe,False,2.0,1
39,False,/rgZ3hdzgMgYgzvBfwNEVW01bpK1.jpg,"[28, 53, 18]",429473,en,Lou,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,223.792,/djM2s4wSaATn4jVB33cV05PEbV7.jpg,2022-09-23,Lou,False,6.7,381
40,False,/yM2xAc7c6rF0lpYaVUQr8Tw5Sfv.jpg,[18],457232,en,Lamborghini: The Man Behind the Legend,"Follow the launch of Lamborghini’s career as a manufacturer of tractors, a creator of military vehicles during World War II, and the designer of Lamborghini cars, which he launched in 1963 as the high-end sports car company Automobili Lamborghini.",42.129,/RKgnYLhCNGCUkrhiCRrs40rEHe.jpg,2022-11-18,Lamborghini: The Man Behind the Legend,False,6.9,44
41,False,,"[28, 53, 12]",457332,en,Project X-Traction,"When a China-run oil refinery is attacked in Mosul, Iraq, a Chinese private security contractor is called in to extract the oil workers. He learns, however, that the attackers’ real plan is to steal a fortune in oil, and teams up with an American former Marine to stop them.",9.273,/gyDjnpYKlaRFbtFqIUX8dvza7Qj.jpg,2022-12-30,Project X-Traction,False,0.0,0
42,False,/a9zLkSGkP4NLSwTEr67RDM6eWIC.jpg,"[14, 16, 12, 10751, 35]",459003,uk,Мавка: Лісова пісня,"Mavka — a Soul of the Forest and its Warden — faces an impossible choice between love and her duty as guardian to the Heart of the Forest, when she falls in love with a human — the talented young musician Lukas.",4.945,/pVLJ8s79lAKXLnoIy8sVBD0m9dk.jpg,2022-12-31,Mavka: The Forest Song,False,0.0,0
43,False,/aAdTgf8fAc8P0o6wLD51o2oYoRP.jpg,"[35, 16, 28, 12, 878]",464768,ja,JUNK HEAD,"In the distant future, mankind attains longevity through gene manipulation. However, in exchange, the ability to reproduce is lost. Clones were built to maintain the dwindling workforce, but 1,200 years ago they rebelled. The humans, suddenly finding a need to understand their subterranean-dwelling creations, launch an ecological study.",2.174,/t1pHIeZZGmr8TWMyn7r1TGoMnMo.jpg,2022-02-18,Junk Head,False,5.8,18
44,False,/58sO6LCKrMnoTcL06XbtXgwJelY.jpg,"[16, 12, 10751]",451273,en,Birds Like Us,The story follows a group of birds on a journey where they try to find a better life for themselves and the ones they love.,5.191,/588YWW3CtLtrHfMFDS6Ehf5RdKW.jpg,2022-06-30,Birds Like Us,False,6.0,1
45,False,/aPJQdKq42Rw0SxmjyjIRsHy0GMz.jpg,"[35, 12]",470442,ml,Third World Boys,,2.196,/gxVEa9xOTCZPOgtuK31f2tFwpvC.jpg,2022-05-03,Third World Boys,False,0.0,0
46,False,/pCyGiGkf960FIzfgXRyxz47htVl.jpg,"[9648, 18, 27]",484907,en,Homebound,A young woman arrives at the home of her new husband's estranged family to find the children behaving in increasingly unnerving ways.,87.669,/kgaadQfeX9yi30oBCreM7cxurqj.jpg,2022-04-01,Homebound,False,3.8,13
47,False,/dngC8UlsqaHeq6hKnwPy81YZ9G6.jpg,"[35, 18, 10749]",449627,hi,तड़का,"A middle-aged Tukaram is passionate about food and archaeology but it’s a misplaced call from Madhura that adds the tadka to his life. While love simmers, Nicole and Sidharth’s story spices up too.",2.728,/7cE9ZPnIJmct8URu61j19OTASNY.jpg,2022-11-04,Tadka,False,7.0,1
48,False,,[27],478530,en,Impuratus,A police detective Clayton Douglas (Tom Sizemore) is summoned to a remote hospital to witness a mysterious Civil War veteran's outrageous death-bed confession that forces him to accept the supernatural.,0.843,/41LsI7YfNUhZKBrtASn7UkuCZwA.jpg,2022-08-26,Impuratus,False,0.0,0
49,False,/lbxvZ4jooF6zHkC7fTeOCCaUhbe.jpg,"[18, 14, 28]",464293,pa,The Legend of Maula Jatt,"Maula Jatt, a fierce prizefighter with a tortured past seeks vengeance against his arch nemesis Noori Natt, the most feared warrior in the land of Punjab.",46.432,/njmYtTRQ9hY35T9mmwrP7NnsNS6.jpg,2022-10-13,The Legend of Maula Jatt,False,6.5,4
50,False,/1hAjL8ZAA55g0b7ZHC3AgSyqzPv.jpg,"[28, 18]",460401,ta,ஐங்கரன்,"A young mechanical engineer invents a machine that not only saves a four-year-old baby girl from a borewell pit, but also unearths a mysterious theft case in the city.",1.96,/igT8rRviIHXm40ZFoQ0dUXuBUET.jpg,2022-05-13,Ayngaran,False,5.0,3
51,False,/eX5X5MOT3sDi2XRa21i4ZUoEolc.jpg,"[27, 53]",494442,en,The Last Possession,A young family is forced to relocate to the husband's childhood home and believe they are being terrorized by the ghost of the grandfather who committed suicide there only to find out they are horrifyingly wrong.,2.547,/yZfrCSYghN9N5wXw2AH3S8Bai1F.jpg,2022-03-04,The Last Possession,False,5.5,5
52,False,/sB4Qee1z6Mkood7WNdUJSJJF0s0.jpg,[18],301502,en,Blonde,"From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.",68.868,/jOgbnL5FB30pprEjZaY1E1iPtPM.jpg,2022-09-16,Blonde,False,6.3,765
53,False,/4TAKTbN3viFUERDGAvEF1iuSHVD.jpg,[18],500104,en,Aristotle and Dante Discover the Secrets of the Universe,"Aristotle and Dante Discover the Secrets of the Universe is an upcoming movie based of the coming-of-age young adult novel by American author Benjamin Alire Sáenz. Set in El Paso, Texas in 1987, the novel follows two Mexican-American teenagers, Aristotle ""Ari"" Mendoza and Dante Quintana, their friendship, and their struggles with racial and ethnic identity, sexuality, and family relationships.",16.289,/d109tyICaaYrZ6M9CCte6t8uDa5.jpg,2022-09-10,Aristotle and Dante Discover the Secrets of the Universe,False,6.0,2
54,False,/2ZbhizTdCio8pxcTMtgAVpX62Ze.jpg,"[18, 28, 36]",504071,zh,青面修罗,"""Song of the Assassins"" is a return to old-school style wuxia, telling the tale of a secret Bureau of Assassins.",1.582,/ezdluiOqONIayvphGw3TKfZ4Btv.jpg,2022-05-13,Song of the Assassins,False,0.0,0
55,False,,[27],504145,en,Hybristophilia,An ambitious news team's exclusive interview with an at-large serial killer veers toward bloodshed and shocking revelations.,0.685,/d73x1sc89958HIUIrO1l3I0VjMH.jpg,2022-02-15,Hybristophilia,False,6.0,1
56,False,/ps08BXSh40QHDv1TTwWrMOIK0kF.jpg,[10749],512730,ru,Дышите свободно,"Ilya stutters a lot, and this interferes with everything - his personal life, communication with the child, work. In desperation, he enrolls in the course of the famous doctor Cherkasova, a guru in his field, whom patients consider a magician and wizard. There he meets new friends and a new love - a young girl Vera. But it turns out that Cherkasova herself likes Ilya, and she intends to win him over.",0.709,/8io5OXGO1nUe0danAB09wwOoXIe.jpg,2022-05-12,Breathe Easy,False,0.0,0
57,False,/bnXGwFBomUseQIc9Xqiymy9p8qP.jpg,"[27, 14]",517302,fi,Pahanhautoja,"12 year old Tinja is desperate to please her mother, a woman obsessed with presenting the image of a perfect family. One night, Tinja finds a strange egg. What hatches is beyond belief.",50.161,/jgJACjJIpcbFfEEmEglinfQWQPO.jpg,2022-03-04,Hatching,False,6.4,191
58,False,/6k0FfSAjCTwRr85HO0clTCbQ45k.jpg,"[27, 53]",512198,en,Dead Bride,"After her father’s death, Alyson, her partner Richard and their baby return to her childhood home. Following a few shocking supernatural events, Alyson discovers that she and her family have been living with a terrible curse, unleashed in the past by a bride killed by Alyson’s grandfather. Soon after Alyson’s child disappears and she has no choice but to embark on a frightening journey into the underworld, to free herself from the bride’s curse and to look for her daughter.",3.191,/4aiPJnt6C4m4Sd0qANMFWnfuvDF.jpg,2022-10-03,Dead Bride,False,6.3,3
59,False,/4hHjpqKqdk7ZCpUnKsKDI0BiDK6.jpg,[99],487375,de,Tanz und Träume - Das Deutsche Fernsehballett,,0.6,/bg1QMy5odZvTRuyn3xwe9GqcBff.jpg,2022-05-01,Tanz und Träume - Das Deutsche Fernsehballett,False,0.0,0
60,False,/rBINWYnecAHfpjYiAYaK0jlsXtp.jpg,"[28, 12, 14]",496331,hi,ब्रह्मास्त्र पहला भाग: शिवा,"The story of Shiva – a young man on the brink of an epic love, with a girl named Isha. But their world is turned upside down when Shiva learns that he has a mysterious connection to the Brahmāstra... and a great power within him that he doesn’t understand just yet - the power of Fire.",22.405,/x61qdvHIsr9U53FwoLVDQqAGur0.jpg,2022-09-09,Brahmāstra Part One: Shiva,False,6.8,74
61,False,/AcStyrENNAzGB7hkCPe1YWgFgWM.jpg,"[27, 9648]",477462,en,The Twin,"Every parent's worst nightmare is just the beginning for Rachel's ordeal as in the aftermath of a tragic accident, she and her husband Anthony decide to move to the other side of the world to focus on their surviving twin son Elliot.  What begins as a time of healing and isolation in the Finnish countryside turns into a desperate battle for the very soul of their son as an entity claiming to be his dead twin brother takes over Elliot — setting Rachel on a diabolical journey to unravel the horrible truth about her twin son.",186.406,/uUUSkKQEptTHjYejxzaT5TVkiAG.jpg,2022-04-06,The Twin,False,6.1,107
62,False,/ueemfnex6IBpdhziePNOPjwYVmC.jpg,"[9648, 80]",501658,ko,방관자들,The truth of illegal sale of land and illegal eviction of residents was revealed at the worst National Assembly hearing that was overshadowed by the 2002 World Cup.,0.6,/rhUGWopieHNAsTQTrTZ7gjPTkD4.jpg,2022-01-29,Bystanders,False,7.0,1
63,False,/1AsP4UAv6hCGXUcH8GqMwd5KmCN.jpg,"[35, 18]",497828,en,Triangle of Sadness,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged captain. What first appeared Instagrammable ends catastrophically, leaving the survivors stranded on a desert island and fighting for survival.",86.796,/fgy78BLl0gk8OzTWHZyGrSlIEON.jpg,2022-09-23,Triangle of Sadness,False,7.6,338
64,False,,"[35, 878, 10402]",513123,en,Deep Astronomy and the Romantic Sciences,Grace is a robot incognito whose primary function is to represent humanity based on a generalization created from all social media and wireless communications. Rudy is her final test.,0.633,/3QOzZjOhi3jthzCAaCZMiyyq2xp.jpg,2022-09-20,Deep Astronomy and the Romantic Sciences,False,0.0,0
65,False,/8HNHsyERKHlz5evLb4jGjZuHUmb.jpg,[18],505570,de,Rimini,"Richie Bravo, once upon a time a successful pop star, chases after his faded fame in wintry Rimini. Trapped between permanent intoxication and concerts for busloads of tourists, his world starts to collapse when his adult daughter breaks into his life.",3.932,/2QYFVzsu5dXZuttR2Gk40SpwTEe.jpg,2022-04-08,Rimini,False,6.8,9
66,False,/xDMIl84Qo5Tsu62c9DGWhmPI67A.jpg,"[28, 12, 878]",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",1687.653,/ps2oKfhY6DL3alynlSqY97gHSsg.jpg,2022-11-09,Black Panther: Wakanda Forever,False,7.6,1129
67,False,/lRbDyjI7HEaXxflFQbYpqHRGFBJ.jpg,"[9648, 18, 80, 53, 28, 12]",505026,en,Death on the Nile,Belgian sleuth Hercule Poirot boards a glamorous river steamer with enough champagne to fill the Nile. But his Egyptian vacation turns into a thrilling search for a murderer when a picture-perfect couple’s idyllic honeymoon is tragically cut short.,41.484,/kVr5zIAFSPRQ57Y1zE7KzmhzdMQ.jpg,2022-02-09,Death on the Nile,False,6.5,2392
68,False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16, 10751, 35, 14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",281.35,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,False,7.5,3570
69,False,/3PieOs1t6dPHWlgvX3XoqTIQLqN.jpg,"[12, 28, 878]",507086,en,Jurassic World Dominion,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",431.42,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,2022-06-01,Jurassic World Dominion,False,7.0,3925
