,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
10,False,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"[14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",174.805,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-07,Harry Potter and the Deathly Hallows: Part 2,False,8.1,17963
11,False,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,"[10751, 16, 14, 10402, 35, 12]",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",166.068,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,2017-10-27,Coco,False,8.2,16554
12,False,/sO2VWeJ8qagNtYoznyLRL8TeSkw.jpg,"[12, 14, 9648]",675,en,Harry Potter and the Order of the Phoenix,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",159.147,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,2007-06-28,Harry Potter and the Order of the Phoenix,False,7.7,16993
13,False,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,"[18, 36, 10752]",324786,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",156.813,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,2016-10-07,Hacksaw Ridge,False,8.2,11663
14,False,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,"[12, 14]",12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",156.742,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-10-06,Harry Potter and the Deathly Hallows: Part 1,False,7.8,16649
15,False,/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,129.328,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,2014-11-05,Interstellar,False,8.4,29891
16,False,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,"[12, 28, 878]",283995,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,126.15,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,2017-04-19,Guardians of the Galaxy Vol. 2,False,7.6,18981
17,False,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,"[28, 9648, 878, 53]",198663,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",124.144,/ode14q7WtDugFDp78fo9lCsmay9.jpg,2014-09-10,The Maze Runner,False,7.2,15104
18,False,/r17jFHAemzcWPPtoO0UxjIX0xas.jpg,"[28, 53, 80]",324552,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",123.639,/kL99FVq572hNPfMyfQCT7tGFNeQ.jpg,2017-02-08,John Wick: Chapter 2,False,7.3,10671
19,False,/3WjbxaqYB4vAbdUfdr5vbglD2JZ.jpg,"[18, 10749]",597,en,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",118.126,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,1997-11-18,Titanic,False,7.9,21851
20,False,/nVodCGKYLpqNC8YwQAbivKlWCgZ.jpg,"[28, 12, 14]",293167,en,Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",61.745,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,2017-03-08,Kong: Skull Island,False,6.5,9220
21,False,/mSxcV9hHUwtjLWBRQRO8qtGE0C0.jpg,"[16, 99, 27]",300375,en,Borley Rectory,"An animated documentary chronicling famed paranormal investigator Harry Price’s research at Borley Rectory, renowned as the ‘most haunted house in England’.",2.479,/486FoDLYeLF3WiTHxTlcnn3VGQv.jpg,2017-06-06,Borley Rectory,False,5.3,9
22,False,/bCgWh5ZG9ZrFlxcCLty6w4JMQwX.jpg,"[18, 35]",291188,en,Austin Found,A woman who is fed up with her mundane lifestyle hatches a scheme to make her family instant celebrities by having her ex-boyfriend kidnap her 11-year-old daughter for a month.,3.228,/mQrwpYJ7qsAb0rjIoD117aaJPfI.jpg,2017-07-07,Austin Found,False,6.5,11
23,False,/76rh9uQWW0LmdCGe8kMwDbSbLB9.jpg,"[28, 53]",291276,en,Unlocked,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",18.343,/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg,2017-04-27,Unlocked,False,6.2,926
24,False,/qbTelIYzMR5DzZqcoHEAnFtBqvL.jpg,[27],297160,en,XX,This all-female horror anthology features four dark tales from four fiercely talented women.,10.871,/drcIFTEIBnWI4G3OQt6rXOI8hf4.jpg,2017-02-17,XX,False,4.9,364
25,False,,"[10770, 35, 18]",297172,en,Downsized,"Ebony and Michael were forced into a modern ""shotgun"" wedding after becoming teenage parents, putting their personal goals on hold in order to support their family. Amazingly, the two high school sweethearts managed to overcome the odds and establish a seemingly ideal life for themselves. However, the success that initially was meant to strengthen their family has become the very thing that is driving them apart. As a result, Michael desperately tries to hold onto everything he's worked his entire life to gain. This leads the family on an unconventional adventure to restore the faith, hope, and trust that initially brought them together.",1.4,/hbPapwuov22I5NrhOVHk4bbMAYI.jpg,2017-06-18,Downsized,False,0.0,0
26,False,/AaABt75ZzfMGrscUR2seabz4PEX.jpg,"[28, 12, 14]",297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,70.038,/lTAmu88GzRysbbA85ib2KB1jLGg.jpg,2017-05-30,Wonder Woman,False,7.2,18163
27,False,/pSvctlyfb7Rfd3Z08KRlPijQQPV.jpg,"[18, 28, 80]",308149,en,The Beautiful Ones,A retelling of Romeo and Juliet set within the Los Angeles underworld.,3.571,/kjy1obH5Oy1IsjTViYVJDQufeZP.jpg,2017-07-14,The Beautiful Ones,False,6.9,6
28,False,/3uQh2dqjr0aNQg6dAKtdubJCkOZ.jpg,[35],306943,en,The Outcasts,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",10.688,/44jotbmLRwHSIcd4wVAYCVmli8D.jpg,2017-04-14,The Outcasts,False,6.2,465
29,False,/6nadkwB1izwEQ0uXrsRDV4iEz3H.jpg,[35],298037,en,McDick,When the world's worst cop is fired he becomes the world's worst private detective. For reasons unknown he finds himself the target of every criminal in town. He must overcome his incompetence and several character defects to solve the case and save his life.,2.11,/lMc80nvQPsggiyzq3c7tOEuECf5.jpg,2017-10-07,McDick,False,8.0,5
30,False,,"[80, 18, 9648, 53]",301526,en,Godzone,"Two friends try to re-unite by going on a road-trip to the forests and mountains. Their attempt to reconcile does not go easy due to the secrets they hold, and a shocking revelation ends their journey.",0.629,/eQO3RJFyaDW5WbKyzeupBshbXs1.jpg,2017-12-08,Godzone,False,0.0,1
31,False,/eQ3lE3R8VoYZ0XRqQWwuyMBkDEn.jpg,"[28, 53]",302150,en,The Hunter's Prayer,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,18.298,/d5MEdS2Q1HpZyqaRZ54VrzHfq4G.jpg,2017-06-08,The Hunter's Prayer,False,5.7,326
32,False,/mV3oFo6KrZHkP9ofNXPBquJnLiz.jpg,[35],336890,en,Goon: Last of the Enforcers,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",13.251,/emio9KDrLXqqX4wXa4YTacBQXG.jpg,2017-03-17,Goon: Last of the Enforcers,False,5.7,259
33,False,,"[27, 53]",335003,en,A Room to Die For,When a broke young couple rent a room in an elderly couples London house it becomes apparent no one is what they really seem.,2.789,/7MSPDL6HbbTcQ7hf7zC5f51zvG6.jpg,2017-01-16,A Room to Die For,False,4.5,4
34,False,/vWiyaREHB3BmqxdCt4KcuW4FueS.jpg,"[36, 18]",345317,en,Final Portrait,"Paris, 1964. The Swiss sculptor and painter Alberto Giacometti, one of the most accomplished and respected artists of his generation, asks his friend, the American writer James Lord, to sit for a portrait, assuring him that it will take no longer than two or three hours, an afternoon at the most.",8.393,/qkzgkapX0cUEdWSJXnqvAZolRzU.jpg,2017-08-03,Final Portrait,False,6.1,144
35,False,,[10751],284268,en,Lundon's Bridge and the Three Keys,"Ancient sea-magic turns a dolphin into a human, an evil spell changes a teenage boy into a dragonfly, and a once good and loving jellyfish queen becomes an evil fairy godmother.",0.6,/6iYtOnB1DFZlb9AhEbbrJz4T0w2.jpg,2017-05-01,Lundon's Bridge and the Three Keys,False,0.0,0
36,False,,[],346563,en,God's Speed,"God's Speed is the thrilling, emotional and sometime tragic journey of a young man's upbringing into the realm of understanding and ultimately, redemption.",0.634,/yzLfZZxTohFQ2p4382Fmn58gsYi.jpg,2017-01-01,God's Speed,False,0.0,0
37,False,/zbdBYpte1Crlfjs8jPVzplOQBpN.jpg,"[12, 35, 10751]",346648,en,Paddington 2,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",37.668,/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,2017-11-09,Paddington 2,False,7.5,1854
38,False,/849SAhtqCXE1SVknRu8YSmrFKO.jpg,"[35, 18]",346650,en,Girlfriend's Day,"When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",8.449,/dC86zUwQXuYS84sNIL5GyjRmD1h.jpg,2017-01-24,Girlfriend's Day,False,4.9,120
39,False,/xz9M8ex2jh7y9aT8Fr8JkIhrWXh.jpg,"[27, 35]",289708,en,Cute Little Buggers,From the Director of 'DEADTIME' and 'Crying Wolf' comes Cute Little Buggers! Will you let them take our women? It's Gremlins meets Hot Fuzz set in the English countryside. When hostile aliens crash land on local farmland the villagers at the summer ball get suspicious when young women start going missing. The villagers soon band together around our hero Melchoir to fend off the invaders and bring back peace to the sleepy English countryside! B-movie laughs in this creature feature from Director Tony Jopia.,4.872,/A7cP05erl3WAzJPbVq6FsQcaVKI.jpg,2017-02-10,Cute Little Buggers,False,5.3,10
40,False,/tTlAA0REGPXSZPBfWyTW9ipIv1I.jpg,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",108.271,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,2017-07-05,Spider-Man: Homecoming,False,7.4,19333
41,False,/zYMw1NQ7WmleHgmRpnY74TVcHob.jpg,[99],375859,en,Viva Amiga,"In 1985, a powerful new kind of computer was born. It was 10 years ahead of its time, and ready to take on Microsoft, IBM and Apple for control of the PC market. The Amiga computer revolutionized video, multimedia and digital art, with Andy Warhol being a big advocate. It was also known for being a fantastic video games machine. Despite the computer's manufacturer going bankrupt in early 1990's, the Amiga has a huge cult following worldwide to this day. This film documents the rise and fall of the Amiga in the marketplace, and gives an inside look at the passionate and eccentric community that surrounds it.",2.07,/fQIbpzLSKXiZLtbN1OHCCeNEX04.jpg,2017-01-07,Viva Amiga,False,5.8,10
42,False,/8R7vPiYAS6s9Vwg4JBCIUHLkNPA.jpg,[99],375860,en,The Surrounding Game,"Born from the simplest rules, the ancient game of Go is the most complex and elegant game ever discovered. For thousands of years, masters and disciples have passed the game down as a window to the human mind. Now, for the first time, a group of Americans enter the ring, in search of a prodigy who will change the game forever.",2.586,/qKOp85iDsUOzNMZunFF0JnK0RGW.jpg,2017-04-03,The Surrounding Game,False,7.6,10
43,False,/aGHFLa2LRwc3AIDHWtprb97LIWS.jpg,[99],375861,en,The Power of Glove,"“The Power of Glove” is a documentary that chronicles the history & legacy of the notoriously “bad” Power Glove, a 1989 Nintendo controller that promised to forever change the way humans interact with technology.  Originally released by Mattel, the Power Glove was the first mass-marketed gesture-based video game controller.  It was designed by an eclectic team of hard-working and bright-eyed dreamers, and its marketing hype was immense.  Immediately after its release, however, gamers were disappointed by the Power Glove, and critics panned it as a worthless gimmick.  Yet unlike many gimmicks and critical failures of the past, the Power Glove has not been simply swept under the rug.  Nearly three decades after its release, the Power Glove continues to resonate with video gaming and technology fans, becoming the focus of art pieces, songs, videos, hacking projects, and other forms of cultural repurposing.  “The Power of Glove” tells the story of how and why the Power Glove lives on.",1.87,/1ahPDJNAABjmkJx68fVYi4CmDLQ.jpg,2017-10-13,The Power of Glove,False,6.2,5
44,False,,"[18, 878]",386823,en,Man Underground,A reclusive conspiracy theorist enlists people from his small town to help him make a low-budget movie about his experience encountering aliens while working as a geologist for the US government.,1.563,/3iMqQrmSoUTL0Q91yBv6KdHQ0aQ.jpg,2017-07-14,Man Underground,False,5.0,2
45,False,,"[10402, 99]",386128,en,Hired Gun,"A documentary film about session and touring musicians that are hired by well-established and famous bands and artists. These people may not be household names, but are still top-notch performers!",4.395,/5LukG0AHKZrzAJBjKeSmfsvRE7n.jpg,2017-06-29,Hired Gun,False,7.0,30
46,False,,[18],386170,es,La caja vacía,"Jazmín, a young woman living in Mexico City, is nonplussed when she receives a call informing her that her father Toussaint, an illegal Haitian immigrant, is ill. She hasn't seen him in years, and does not know why they are calling her. When she finally gets to the hospital and discovers that her father is suffering from vascular dementia, she finds herself faced with the task of caring for a man who is more a stranger than a father to her.",0.908,/703LXq0t5ZhnIL00yyQlxpWPKwT.jpg,2017-03-29,The Empty Box,False,5.0,2
47,False,/q5uZqd324Tug2xWxL72j18ZzK2Z.jpg,"[35, 16, 12]",315064,en,Animal Crackers,A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,18.352,/dxFqZiO5MqqVoFZuWOjTdjmDh6d.jpg,2017-06-23,Animal Crackers,False,6.3,156
48,False,/c9Ac7zQzcaDJYO0Zdnw160yJEUk.jpg,[18],377682,hr,Družba Isusova,"It is the mid 17th century. The Jesuits spread their influence in Central Europe. Maria, a young Countess lives in the castle. Father Had is a honest and ardent servant of the Society of Jesus. He is dedicated to his life's mission, and as such he is an ideal tool in the hands of his superiors, who have their own plans. Had becomes Maria's confessor. Her woman's charm, intelligence and energy, as well as her beauty, are a constant temptation to him. Jesuits are making pressure on Had to finally realize their plans. Will the Jesuits, at last, achieve their goals and take the castle?",0.706,/ygccYFmWnZ7omi0ibpFg325NpfJ.jpg,2017-09-16,The Society of Jesus,False,5.0,3
49,False,/zeAheyAMN43NAbVEdnsIGdNUyIB.jpg,"[18, 35]",377691,da,Mesteren,"Simon is the king of the Danish art scene - eccentric, successful, wealthy, with a beautiful wife and a young mistress. Life is beautiful, until the day his unknown son Casper turns up and attracts all the attention. It turns out that Casper is the world-famous graffiti artist “The Ghost”. This is a provocation and a challenge to Simon, and the relationship between father and son is put to a serious test. However, against all odds he two slowly grow closer to each other, but the question is whether blood ties are enough? Because after all Simon has no plans of being a father, and Casper has other plans with his father than simply getting to know him…",1.927,/nFaSIdhYsGARHeIO6Pfn3BRVSXb.jpg,2017-08-25,The Man,False,5.5,10
50,False,/yQebZy82e1JYoJfrlG41L5SvD53.jpg,[35],317943,es,Yo no soy guerrillero,"Mexico 1968: students are the public enemy. Mitch, a wealthy student of Monterrey, hijacks a plane to retrieve Beatrice, who has been kidnapped by the secret police six months ago. Armed with a gun, which he doesn't know how to use, and helped by his two friends as allies, Mitch will face the most bloodthirsty General and force him to release the love of his life.",1.028,/9i8rtWQ4iVXgmGO7BlcNDIT4fPY.jpg,2017-04-28,I'm Not A Rebel,False,5.6,6
51,False,/ru7qzfUG46YtJz0AHhIqDpjxyNz.jpg,"[35, 18]",404209,en,Bittersweet Days,"When Julia's boyfriend has to leave Barcelona and move temporarily to London for work, she is forced to share a flat with an outgoing Dutch photographer. Their living together will make both of them rethink the way they face life.",0.6,/f7uxwPSUYtJzTEgaFiEyHW7HYAp.jpg,2017-06-02,Bittersweet Days,False,4.5,2
52,False,,"[35, 18]",328941,en,Damsel,"Eight-year-old Cal desperately craves attention from her childish father, and is prone to running away. John is a lonely widower whose life is filled with fear. When they meet one weekend in the shining woods of New England, their lives change forever.",0.629,/unzonm7hBAtm2iGxyC7cyRAG9TR.jpg,2017-08-29,Damsel,False,10.0,1
53,False,,[],328680,pt,O Profeta das Águas,,0.6,/hnBq9IHn1DPF8QY6iNLieLLhlLe.jpg,2017-09-17,O Profeta das Águas,False,0.0,0
54,False,/AM0ZMglFUJknBXBUiPgEVEe0iQ.jpg,"[18, 53]",393172,en,Bottom of the World,"On their road trip through the southwestern desert, Alex and his girlfriend Scarlett arrive in a town in the middle of nowhere and take a room in a mysterious hotel so that Scarlett, who is feeling increasingly ill, can get some rest.",8.034,/wUgO5MVsdFIqwvuako55rnfoM1Y.jpg,2017-03-31,Bottom of the World,False,5.2,104
55,False,/a9rrxuDLRLcZike7MhYG67gtcVN.jpg,"[53, 27]",393894,en,Fool Me Once,A juvenile plan to obtain more candy on Halloween backfires on two trick-or-treaters as they venture out past curfew despite reports of a ritualistic style murderer being on the lose.,0.725,/2ZybdvRgevrghS7GsxzhTlZfkW8.jpg,2017-10-27,Fool Me Once,False,7.3,3
56,False,,[],329268,en,Booye Khoshe Eshgh,Directed by Hooshang Tozie.,0.6,,2017-01-02,Sweet Smell of Love,False,0.0,0
57,False,/6nKDd1jhOogNO6Sdg7Ty8WoZSD5.jpg,[18],403586,en,Te Ata,"The extraordinary life of Chickasaw Nation citizen Mary Thompson Fisher is given a heartfelt tribute in this moving look at a culture in transition, and the way one woman used her voice to keep Native traditions and stories alive. Raised in Indian Territory, Fisher left home to pursue her dream of becoming an actress, only to find that her true calling was at home all along. From Chautauquas to Broadway and even the White House, Fisher traveled the world performing Native American songs and stories for heads of state, American presidents, and European royalty. Featuring Chickasaw citizens both in front of and be-hind the camera, this touching portrait starring Q’orianka Kilcher (“The New World”) and Graham Greene honors a woman whose own story was the most inspiring one she never told. -TCFF database",5.997,/b91C9YNC2GUv4VCPI4zBiKVkTZK.jpg,2017-10-13,Te Ata,False,7.3,28
58,False,,[10402],392586,en,The Golden Age,A musical rockumentary about subversive pop star Maya O'Malley and his journey towards spiritual redemption following his being dropped from Aspect Records in the Fall of 2012.,0.928,/miCUeKwX2DfIzAuaX2n96KMEpyp.jpg,2017-01-09,The Golden Age,False,0.0,0
59,False,/3my3uVPwalj38jKQdGCnmgGPony.jpg,[18],402428,es,Sol de medianoche,"Manolo is a private detective who specializes in adultery cases. Commissioned by one of the victims, he takes photos and videos of adulterous couples in fraganti. He often attempts double-schemes, however, by sending the evidence to the other victim, in an attempt to exploit and benefit from both parts.",2.242,/dAgmz28m1Q5kYHexD6BJEmoZenO.jpg,2017-01-02,Sol de medianoche,False,6.6,6
60,False,,[99],347023,es,El reino de la sirena,"In a fishing community of Nicaragua divers are getting sick. They descended to the sea looking for lobster and they returned to the surface with their bodies paralyzed. There is no explanation for a disease never before seen in the community, the old and wise men spoke out to alert that divers had raised the wrath of the mermaid.",0.6,/A4Clxp7pGjLG9svVau2S9nE3t3L.jpg,2017-10-31,The Mermaid's Kingdom,False,0.0,0
61,False,/y9KLOK1mSv4PwhtojHFlji0rfjr.jpg,"[10749, 35, 18]",347024,en,Love Is Thicker Than Water,"Vida and Arthur come from vastly different backgrounds. Sensitive and touching, sometimes quirky and tragic, always uncompromisingly truthful, a fresh look how conflicting family ties challenge love in a modern day Romeo and Juliet tale.",3.22,/9rh9YrHZvBKPUVrEdC2tUD7Egv9.jpg,2017-08-31,Love Is Thicker Than Water,False,6.8,5
62,False,/7yZBnIzbRN7GM7ftIgnU3Zm1cVx.jpg,"[53, 878, 16, 28, 10752]",357407,ja,虐殺器官,"The war on terror exploded, literally, the day Sarajevo was destroyed by a homemade nuclear device. The leading democracies transformed into total surveillance states, and the developing world has drowned under a wave of genocides. The mysterious American John Paul seems to be behind the collapse of the world system, and it's up to intelligence agent Clavis Shepherd to track John Paul across the wreckage of civilizations and to find the true heart of darkness—a genocidal organ.",5.478,/iDclwXgOxnr9Vgl7HYG2drTtho8.jpg,2017-02-03,Genocidal Organ,False,6.4,49
63,False,,"[35, 10751, 10770]",357422,de,Die Konfirmation,"What do parents think first when the room of a 15-year-old is empty on Sunday morning? The fact that he secretly goes to church, brings his otherwise open-minded patchwork family together: what's going on in the child's head? While Ulrike C. Tscharre wants to be the indignant mother of the pastor, Ben Braun proposes in the role of the casual stepfather before a self-experience trip in the distance.",0.747,/kGRxsNire49PeCrvL4YqlZAynzk.jpg,2017-06-16,Die Konfirmation,False,5.0,1
64,False,/xnyJF7OawXEIcUKbkpC6KJ6MDbn.jpg,[18],356752,en,AWOL,A young woman in the Army must make tough decisions when her love for an older woman causes her to question just where she is going. Adapted from Deb Shoval's 2011 short film of the same name.,5.522,/lFEJwxiX6sNJ21DHDUJsJHLYi9.jpg,2017-05-19,AWOL,False,5.5,29
